Id,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,Y2
17,761.187487,651.9715327,543.4699826,435.3341614,326.6103267,217.5695964,107.9545035,0.872503536,0.912174455,0.951963214,0.972983545,0.996975175,1.03575187,1.053714286,1,4.042205385,7.101871657,10.14402487,13.1595909,16.20022694,19.26847912,23.11133626,20.88341657,18.63803598,16.41016845,14.20888811,11.98253776,9.728571265,6.728571265,114.4791132,222.3329489,329.0734588,435.5328365,543.2824986,650.3388669,755.9674383,767.4026106,778.7344893,791.1796937,803.9060303,815.3420826,827.4714286,834.5471429,832.8471394,831.1471359,829.4471324,827.7471289,826.0471254,824.3471219,827.2971219,709.4828397,591.6685575,473.8542753,356.0399931,238.2257109,0.45
467,746.1919668,637.5557063,532.1358668,427.4981923,322.1787557,215.7366382,108.4679962,1.385996169,1.333191442,1.281902609,1.228878242,1.164679081,1.105289452,1.053714286,1,4.89779928,8.89511305,12.76947961,16.55876368,20.39867916,24.22080792,28.06366507,24.99443724,21.82569493,18.77989983,15.81918721,12.80784319,9.814285878,6.814285878,114.2314141,221.0050725,325.5684687,430.6480525,536.0108461,642.1568702,747.7854417,753.2397454,759.3375191,767.6455549,775.4374032,782.9460416,789.6714495,796.7471638,799.761446,802.7757282,805.7900105,808.8042927,811.8185749,814.8328571,817.7828571,701.5542857,585.3257143,469.0971429,352.8685715,236.6400001,0.57
403,735.7784347,630.7800987,526.4795059,422.1956614,317.8051623,213.0862473,107.8285048,0.746504767,0.88936191,1.020724377,1.153748816,1.126201334,1.090624941,1.053714286,1,3.734321982,6.460657294,9.133688171,11.85764665,14.57518427,17.27334026,21.1161974,19.1961611,17.28411148,15.42536629,13.5156935,11.61244156,9.728571265,6.728571265,106.9060113,208.0106599,308.6370814,410.2188131,512.2984089,615.3035685,720.93214,732.026125,742.1929015,752.8379051,762.5275986,771.7194279,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.58
520,751.3761155,645.1258657,538.0364225,430.4619157,322.7890737,214.516978,108.5612238,1.479223785,1.400732669,1.32248691,1.244879135,1.179734289,1.113185198,1.053714286,1,4.156911075,7.998723091,11.80812793,15.62502657,19.41993781,23.22747085,27.07032799,24.74198837,21.72874781,18.74791443,15.75958724,12.79324746,9.814285878,6.814285878,112.2762745,218.2635653,324.2831169,430.5919478,537.0427919,643.6558428,749.2844142,754.5081363,759.2065564,763.8727156,768.2495954,772.4844621,776.5571219,783.6328362,781.2614111,778.889986,776.518561,774.1471359,771.7757108,769.4042857,772.3542857,663.6971429,555.04,446.3828572,337.7257143,229.0685715,0.43
337,762.7946601,653.7246404,544.704248,436.004928,326.5818572,217.308041,108.1565018,1.074501846,1.079634645,1.071842707,1.064383578,1.056810588,1.052699929,1.053714286,1,4.706918805,8.387863088,12.05182625,15.73568001,19.40987436,20.65457791,24.49743505,21.59051624,18.70957194,15.84560876,12.96175499,10.08756062,9.642857061,6.642857061,112.5391504,218.4773796,324.1832218,429.9934916,536.1834039,642.2097444,747.8383158,755.4848832,763.0895146,770.926533,778.6591239,786.0120722,793.5285924,800.6043066,803.5757335,806.5471603,809.5185871,812.490014,815.4614408,818.4328676,821.3828676,704.5685801,587.7542927,470.9400052,354.1257178,237.3114303,0.59
242,752.9433256,644.0214825,537.4370837,431.4501976,324.9635727,216.5596082,107.4358676,0.353867647,0.482559651,0.603641919,0.722022827,0.835696402,0.947246381,1.053714286,1,3.54983322,6.314401783,9.145657473,11.88269926,14.66144127,17.46968719,21.31254433,19.5484254,17.56957112,15.52402972,13.57270222,11.57967449,9.557142857,6.557142857,117.4259994,220.9841548,323.8034524,427.1837183,531.0245233,647.3202488,752.9488202,761.9513887,778.2646584,795.3167859,811.8079451,827.8385652,831.4142648,838.4899791,837.8042665,837.118554,836.4328414,835.7471289,835.0614164,834.3757038,837.3257038,717.8828484,598.439993,478.9971375,359.5542821,240.1114267,0.45
409,746.5805068,639.9961955,532.9400813,425.1978029,318.3338947,213.1375627,107.659419,1.264318397,1.224366299,1.200912959,1.184117688,1.125928152,1.062431075,1.029131942,1,3.587746132,6.166376363,8.769141912,11.37501262,13.96604927,16.55038912,19.13040567,17.36408811,15.60688645,13.82554947,12.04110733,10.27149926,8.508587977,6.75,114.6698991,222.8969249,331.0785653,439.1824776,545.8012175,653.6271056,761.578629,764.9230121,767.9602685,771.0429103,774.2032803,778.8488225,782.2872167,785.5999756,783.3999808,781.199986,778.9999913,776.7999965,774.6000017,772.400007,770.2000122,660.8000105,551.4000087,442.000007,332.6000053,223.2000036,0.58
170,760.5334393,652.6340629,544.9790616,436.9494852,327.5264447,218.79296,107.7856245,0.703624544,0.757376027,0.816279156,0.868729008,0.921249809,0.974577065,1.053714286,1,3.772478784,6.454075714,9.087344207,11.73925283,14.39508515,17.02638327,20.86924041,18.88247591,16.98659327,15.13903906,13.27284472,11.40272669,9.557142857,6.557142857,101.7777852,201.9617232,303.0775393,405.0630441,506.8577952,608.5584652,714.1870367,737.4521121,755.7538919,773.1237936,789.6240065,806.3149732,823.1000209,830.1757352,831.5185871,832.861439,834.2042909,835.5471429,836.8899948,838.2328467,841.1828467,721.0828484,600.9828501,480.8828519,360.7828536,240.6828553,0.6
187,764.1735736,653.6256719,544.8672602,434.8047571,324.0716373,215.5151283,107.7923791,0.710379149,0.76922671,0.829220877,0.888256677,0.945630137,0.999901604,1.053714286,1,4.015752161,7.010865512,9.981957837,12.97104496,15.93492635,18.99784154,22.84069869,20.61066081,18.40126175,16.21588371,14.01251087,11.83434377,9.557142857,6.557142857,112.5239411,218.7463903,324.5059881,430.6367264,535.4946089,640.4680077,746.0965791,758.6154987,770.8787672,783.6048872,795.9598667,809.5877019,823.1000209,830.1757352,831.5185871,832.861439,834.2042909,835.5471429,836.8899948,838.2328467,841.1828467,721.0828484,600.9828501,480.8828519,360.7828536,240.6828553,0.44
793,749.4361829,643.0437691,536.4982536,429.5830061,322.1749683,214.9609819,107.739553,0.75301831,0.779311799,0.815115489,0.854284894,0.889050986,0.927036651,0.968216258,1,3.658466094,6.310444628,8.849189188,11.43044232,13.93130525,16.47501372,17.35373763,15.52384299,13.70043591,11.99026281,10.23758113,8.565289661,6.850152646,6.800000191,113.6169721,220.604887,327.6685168,435.198447,543.0353431,651.1506482,759.0611273,761.6441519,764.0562334,766.3926002,768.2626664,769.8257668,771.1104582,772.5999756,770.5999756,768.5999756,766.5999756,764.5999756,762.5999756,760.5999756,758.5999756,650.8571219,543.1142683,435.3714147,327.628561,219.8857074,0
428,759.586028,650.433667,540.785562,432.6801979,324.8768458,216.974085,108.4769087,1.394908685,1.364410357,1.329369743,1.255122196,1.195978316,1.118912286,1.053714286,1,4.243814102,7.488664778,10.71349476,13.95775824,17.2073182,20.45102426,24.2938814,21.87149587,19.44807377,17.04467236,14.62183744,12.19370606,9.771428571,6.771428571,114.279483,222.2546393,329.1609168,436.6542437,544.0149664,651.3979038,757.0264752,760.7827031,764.0718289,768.4298336,772.200789,776.1043486,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.58
648,753.2160567,646.1169106,538.7014005,431.0725258,322.7785653,215.9308209,107.9880415,0.906041502,0.930418132,0.953635382,0.97523116,1.00190828,1.027280824,1.053714286,1,3.318029375,6.318175416,9.315819237,12.30891123,15.342617,18.33159814,22.17445528,20.69928306,18.54199417,16.38720751,14.23697267,12.04612406,9.900000082,6.900000082,104.5982497,203.0807647,301.755757,400.9786413,499.9069422,599.3774187,705.0059901,717.3220262,728.8537969,740.1930903,750.9844916,762.0704765,772.6142857,779.69,777.4757143,775.2614286,773.0471429,770.8328571,768.6185714,766.4042857,769.3542857,661.1971429,553.04,444.8828572,336.7257143,228.5685715,0.44
812,755.0833477,648.9288564,542.4295022,434.664379,326.3247853,217.1727952,107.8437311,0.761731123,0.807315261,0.855863818,0.910489876,0.963227693,1.026404498,1.053714286,1,4.271783538,7.528246863,10.82241623,14.11971192,17.43117593,20.60948073,24.45233787,21.96626862,19.49551958,16.9870645,14.4754831,11.94973338,9.557142857,6.557142857,107.1892736,207.6390229,317.9997898,415.6840273,512.6034889,608.7576899,714.3862614,724.9398432,735.6758064,736.500752,750.0022271,764.268478,779.2999895,786.3757038,789.3614216,792.3471394,795.3328571,798.3185749,801.3042927,804.2900105,807.2400105,692.7685802,578.2971499,463.8257196,349.3542893,234.882859,0.47
78,743.4084155,636.5469388,529.6126885,425.1580507,320.0525042,214.1544616,106.8246956,0.668520238,0.701046664,0.753909044,0.806167689,0.857556699,0.906946411,0.954065869,1,3.452089888,6.063172146,8.76843034,11.44199689,14.13224423,16.86045824,19.58900452,17.90834322,16.09726094,14.19200274,12.31843617,10.42818882,8.499974793,6.571428503,107.9294761,211.5927526,315.5484633,419.2811966,523.2321747,627.0037089,730.0472383,749.2034764,766.0259142,782.5559178,799.3088988,815.843635,832.5578151,850,849.3428606,848.6857213,848.0285819,847.3714425,846.7143032,846.0571638,845.4000244,725.2857352,605.171446,485.0571568,364.9428676,244.8285783,0.6
425,768.3408,658.4939577,548.334644,438.3350465,328.2143676,218.2792706,108.3735884,1.291588434,1.239951848,1.198858913,1.168841706,1.131856673,1.078996175,1.053714286,1,2.330855482,5.279115986,8.199397344,11.13110153,14.06494525,16.99101539,20.83387253,20.32444562,18.19761369,16.0987609,13.98848528,11.87607014,9.771428571,6.771428571,114.3275742,222.2503896,329.5611352,437.320839,544.6304398,652.4387672,758.0673386,761.7754753,765.1169421,769.0704787,772.5750571,776.5297385,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.59
198,760.0714614,652.4242967,544.9328906,435.1848935,325.4187893,216.6846046,109.8638002,0.589740662,0.647508736,0.706654826,0.764810932,0.824056901,0.885585679,0.944301679,1,4.576382662,8.173806353,11.78494262,15.40806646,18.99617058,22.62332506,26.15470253,23.36403415,20.55232475,17.72690276,14.88949321,12.08710337,9.245663186,6.5,111.2976415,216.3185598,321.8815569,427.8617127,534.7073199,640.7212549,746.3043169,761.3781005,776.2286073,790.5370353,804.4283045,817.4541225,831.3116125,845.5999756,844.914263,844.2285505,843.542838,842.8571254,842.1714129,841.4857003,840.7999878,721.328561,601.8571341,482.3857073,362.9142805,243.4428537,0.6
532,766.7300682,657.0217182,546.0659883,435.2847427,326.7930477,217.6054615,108.5179858,1.435985827,1.383912294,1.319874167,1.261919462,1.197493634,1.127157396,1.053714286,1,4.26000661,7.554889074,10.86685561,14.20583823,17.57460527,20.93987906,24.78273621,22.36558675,19.91356144,17.44445207,14.9483266,12.42241672,9.900000082,6.900000082,114.0640319,222.5509225,331.1596155,438.5124432,545.9859998,653.1625721,758.7911435,762.2985367,764.4830712,766.5458033,769.8644007,773.0622691,776.5571219,783.6328362,781.2614111,778.889986,776.518561,774.1471359,771.7757108,769.4042857,772.3542857,663.6971429,555.04,446.3828572,337.7257143,229.0685715,0.45
806,760.1099939,652.2617872,543.4798682,434.2983497,324.0245241,216.1063758,107.9497825,0.867782499,0.889455837,0.927307586,0.961633813,0.984956115,1.019829333,1.053714286,1,4.294744993,7.575109976,10.88994576,14.21677725,17.553453,20.85557888,24.69843602,22.18940531,19.69475462,17.16563312,14.62451591,12.07355445,9.557142857,6.557142857,104.8311414,204.9322989,303.8079304,402.7851428,501.3138981,599.2655591,704.8941306,717.8058446,728.8903996,741.2004807,753.4089808,766.065938,779.2999895,786.3757038,789.3614216,792.3471394,795.3328571,798.3185749,801.3042927,804.2900105,807.2400105,692.7685802,578.2971499,463.8257196,349.3542893,234.882859,0.16
523,743.676525,637.6609229,532.0061004,426.3457543,320.4688549,213.7860369,108.5000056,1.418005583,1.350794487,1.286405807,1.218512206,1.143409712,1.083838613,1.053714286,1,1.317790371,5.051330758,8.781040532,12.49968344,16.21688526,19.9139633,23.75682045,24.26760153,21.3626326,18.46149428,15.57142283,12.68279247,9.814285878,6.814285878,111.6509052,216.257328,320.6021675,425.0926359,529.7548995,632.2122655,737.8408369,743.6899284,749.7692163,756.1100876,762.3053299,768.3287771,776.5571219,783.6328362,781.2614111,778.889986,776.518561,774.1471359,771.7757108,769.4042857,772.3542857,663.6971429,555.04,446.3828572,337.7257143,229.0685715,0.43
352,764.3113713,655.5081582,546.514851,437.2039051,326.722366,215.165212,108.3875384,1.305538412,1.260119373,1.21638658,1.170716644,1.132504838,1.094255077,1.053714286,1,4.732599807,8.481793935,12.2100583,15.92094012,19.636598,23.41568252,27.25853966,24.32593984,21.3767457,18.44848132,15.53759948,12.62194159,9.642857061,6.642857061,112.4686662,219.0634262,325.7761487,433.0847798,541.5981983,650.0066886,755.63526,763.3523116,770.3004121,777.1305503,783.3647799,788.394222,793.5285924,800.6043066,803.5757335,806.5471603,809.5185871,812.490014,815.4614408,818.4328676,821.3828676,704.5685801,587.7542927,470.9400052,354.1257178,237.3114303,0.45
21,752.8323818,644.3674208,536.5299962,428.1644403,321.6161771,215.1456257,107.9741996,0.892199635,0.919691286,0.944779425,0.972104541,1.004220695,1.029314592,1.053714286,1,3.902516627,6.83087075,9.755486859,12.61914508,15.53351551,18.48506288,22.32792002,20.23968908,18.12562064,16.01529022,13.96591768,11.86583294,9.728571265,6.728571265,113.0439295,218.4483211,325.3446071,429.9490254,534.6624052,640.0682921,745.6968635,758.5672195,772.3485423,784.6379706,799.2192666,813.6916011,827.4714286,834.5471429,832.8471394,831.1471359,829.4471324,827.7471289,826.0471254,824.3471219,827.2971219,709.4828397,591.6685575,473.8542753,356.0399931,238.2257109,0.6
571,756.9191738,648.303404,539.789035,431.4431356,325.5735,219.4632294,110.4026362,0.629835734,0.666978945,0.705946104,0.766394194,0.823987065,0.882102308,0.939196976,1,4.695727696,8.402132865,12.08201355,16.04393587,20.00340126,23.97469514,27.94871745,25.09584691,22.2322989,19.39527537,16.27621021,13.15960197,10.03116525,6.900000095,104.1991207,198.0147593,287.8118861,380.4731498,473.3542966,568.5521036,671.6052592,686.5632832,705.0047891,727.464807,747.0606878,766.4366856,783.4960232,792.7000122,795.9285801,799.1571481,802.385716,805.614284,808.8428519,812.0714199,815.2999878,699.4571324,583.614277,467.7714216,351.9285663,236.0857109,0.59
636,749.4355036,643.5085026,536.4184202,429.5543986,322.3104727,215.4830633,108.0651024,0.82539494,0.847050042,0.871441455,0.897655288,0.924683857,0.952271013,0.977229503,1,3.88727526,6.766181107,9.658378406,12.56310808,15.42379206,18.33924195,21.16755062,19.12313251,17.08708382,15.03774368,12.97587116,10.95804434,8.885451605,6.900000095,112.347094,217.5794593,323.0880054,429.1598706,534.0857468,639.5462505,743.5807801,750.3908308,757.4156101,764.1642085,770.349488,777.6807563,784.4773972,792.7000122,795.9285801,799.1571481,802.385716,805.614284,808.8428519,812.0714199,815.2999878,699.4571324,583.614277,467.7714216,351.9285663,236.0857109,0.59
250,759.9239618,650.1538482,541.6798688,434.0041647,325.8934565,217.3445288,108.3722583,1.290258259,1.256405565,1.214343291,1.169711049,1.16576131,1.111264316,1.053714286,1,3.749180416,6.506814925,9.221184613,12.01901792,14.7743943,17.50880207,21.35165921,19.37390738,17.38770146,15.44476036,13.41835563,11.43440784,9.471428653,6.471428653,140.4710654,266.9538445,388.7653017,495.1735932,601.9605544,708.5439096,814.172481,800.058555,793.4614868,791.5357403,805.0131596,818.1119092,831.4142648,838.4899791,837.8042665,837.118554,836.4328414,835.7471289,835.0614164,834.3757038,837.3257038,717.8828484,598.439993,478.9971375,359.5542821,240.1114267,0.46
243,763.0572006,653.3970234,542.951048,434.6396108,326.4611798,217.4207505,107.5990241,0.517024071,0.619046407,0.713104123,0.805978633,0.893047475,0.974731338,1.053714286,1,2.15910853,5.009537463,7.828921971,10.65279776,13.50676845,16.32585459,20.16871173,19.79531749,17.73060284,15.69693262,13.65877112,11.59051471,9.557142857,6.557142857,84.70364145,161.220979,238.5093949,314.6633272,390.5408796,465.9805151,571.6090866,613.3340131,656.6881006,699.2711098,742.9886025,786.9824753,831.4142648,838.4899791,837.8042665,837.118554,836.4328414,835.7471289,835.0614164,834.3757038,837.3257038,717.8828484,598.439993,478.9971375,359.5542821,240.1114267,0.46
871,752.4289166,645.8155714,538.5151995,431.1961199,324.1079065,216.342643,107.9831664,0.90116635,0.92735768,0.957188106,0.980760647,1.004275765,1.021546605,1.053714286,1,4.672081129,8.341126392,12.00266457,15.74606406,19.38686427,23.03656316,26.8794203,23.99305346,21.10972248,18.23389859,15.27621339,12.42112746,9.557142857,6.557142857,110.0947749,213.4416017,317.209804,421.192674,524.5738165,628.563596,734.1921674,745.8116748,757.6219873,769.0109244,780.1851938,791.9611907,803.1285505,810.2042648,811.5185522,812.8328397,814.1471272,815.4614146,816.7757021,818.0899895,821.0399895,704.2685627,587.4971359,470.7257091,353.9542823,237.1828555,0.61
35,758.2965255,649.6185155,541.1017187,432.176874,323.3849983,215.8799706,107.9757268,0.893726802,0.920746049,0.944529402,0.970667289,0.996312167,1.022702598,1.053714286,1,3.877017097,6.82105656,9.715141126,12.62664693,15.56421582,18.51124,22.35409714,20.29136573,18.16161195,16.08181308,13.98459295,11.86130976,9.728571265,6.728571265,114.2764783,220.8658836,327.5012703,434.0177278,539.6902343,645.9210127,751.5495841,763.1873914,775.7837004,788.334028,801.0032848,814.5164927,827.4714286,834.5471429,832.8471394,831.1471359,829.4471324,827.7471289,826.0471254,824.3471219,827.2971219,709.4828397,591.6685575,473.8542753,356.0399931,238.2257109,0.44
81,757.2709358,649.6956519,541.4592338,433.2423518,323.9198003,215.2371977,107.9165286,0.60932776,0.669336495,0.731796197,0.791521102,0.852396483,0.89164719,0.948237258,1,3.724030813,6.432873628,9.094590352,11.80882783,14.50185166,17.18199995,19.90143103,17.9774002,16.06855737,14.20684063,12.29260314,10.39957929,8.519430994,6.599999905,110.753349,215.2899214,320.0736488,424.9113255,530.0536451,635.056249,739.0588232,755.3911884,771.3403303,787.0423172,802.6903548,818.0337495,833.5168598,850,849.3428606,848.6857213,848.0285819,847.3714425,846.7143032,846.0571638,845.4000244,725.2857352,605.171446,485.0571568,364.9428676,244.8285783,0.59
159,730.7609967,625.3504405,523.4062193,420.9021695,317.1222323,212.3783702,107.818171,0.736171036,0.789270364,0.838697894,0.889733468,0.944683237,0.998138603,1.053714286,1,3.830448188,6.673663379,9.505071464,12.32892018,15.26930669,18.21478874,22.05764589,20.08434055,18.09826822,16.12400299,14.15729713,12.07405348,9.985714286,6.985714286,64.94618783,123.1818123,181.7612943,253.106584,343.781751,446.6791317,552.3077032,612.7615188,672.9401835,732.7749908,779.8439902,807.5831125,823.1000209,830.1757352,831.5185871,832.861439,834.2042909,835.5471429,836.8899948,838.2328467,841.1828467,721.0828484,600.9828501,480.8828519,360.7828536,240.6828553,0.6
738,762.6609319,652.0622453,541.7357726,433.6895503,325.8736112,217.3858449,108.8173976,0.942697544,0.977004683,0.995022504,0.990037667,0.997187963,1.003205505,1.008288946,1,3.933292798,6.861949714,9.808735245,12.73463571,15.6209137,18.49435578,21.45369578,19.33468867,17.22031744,15.08781759,12.97620281,10.90421051,8.845054118,6.699999809,115.3197922,224.1575931,331.5599717,438.7495041,545.3006258,651.8896653,758.4375316,761.546309,764.4370778,768.7632689,773.3023062,778.4797542,783.6192845,788.7999878,791.8714164,794.9428449,798.0142735,801.0857021,804.1571307,807.2285592,810.2999878,695.1714181,580.0428485,464.9142788,349.7857091,234.6571394,0.59
680,739.1551141,631.6911399,523.9816536,417.9826202,314.921573,211.9480229,107.9113672,0.829367183,0.87469079,0.921922709,0.956069755,0.985627895,1.016129552,1.053714286,1,4.685429369,8.447066986,12.16683524,15.95205505,19.71205162,23.46074731,27.30360445,24.43246077,21.48510884,18.57962627,15.60869216,12.66298127,9.728571265,6.728571265,115.308191,223.8141541,331.0869096,436.5101742,541.7318713,647.1646366,752.7932081,755.9421581,759.1647646,763.6205788,769.925884,776.4327566,782.728561,789.8042753,792.8757038,795.9471324,799.018561,802.0899895,805.1614181,808.2328467,811.1828467,696.054277,580.9257073,465.7971377,350.668568,235.5399983,0.58
109,753.5181202,646.4796673,538.8835063,431.2982687,323.1966008,215.8284215,108.2918572,0.785190212,0.813851742,0.842646487,0.878206178,0.909775753,0.939000187,0.97585407,1,3.827966884,6.833565269,9.815754245,12.80563976,15.76114844,18.68295094,21.71117809,19.68321119,17.47761279,15.2954238,13.10553827,10.95002958,8.828227068,6.599999905,113.9735152,221.1413436,328.8293049,436.5556697,544.0922353,651.6244928,759.0944124,772.2066114,785.5244974,798.3222503,811.0815998,824.0307486,836.9842053,850,849.3428606,848.6857213,848.0285819,847.3714425,846.7143032,846.0571638,845.4000244,725.2857352,605.171446,485.0571568,364.9428676,244.8285783,0.44
592,748.1978893,642.5963876,537.3416409,431.3083655,324.4270881,216.3489443,107.8922613,0.810261312,0.863185844,0.910721732,0.955754398,0.991999344,1.026210355,1.053714286,1,4.886734496,8.800410385,12.70343093,16.61776771,20.52318947,24.40348416,28.2463413,25.20246396,22.13164523,19.07148184,16.00000222,12.93743761,9.900000082,6.900000082,114.1188805,219.559163,324.3768925,429.4079858,535.0807307,641.3757179,747.0042893,752.0425535,758.8594155,766.2988306,773.5248819,780.1092816,786.071439,793.1471533,796.3757213,799.6042892,802.8328571,806.0614251,809.289993,812.518561,815.468561,699.6257056,583.7828502,467.9399948,352.0971394,236.254284,0.73
434,761.5257659,652.4699775,543.4764794,434.1717854,324.9325275,215.8120695,108.5218918,1.439891783,1.365024134,1.296124094,1.238655821,1.178509744,1.122049232,1.053714286,1,4.441985692,7.900599722,11.29933719,14.74495379,18.19988969,21.67718824,25.52004538,22.89948826,20.2623028,17.6849939,15.06080588,12.42729855,9.771428571,6.771428571,114.1830327,221.6897945,329.1679737,436.6372424,543.977787,651.1455721,756.7741435,760.6268216,764.3843421,768.170445,771.9654586,775.8891963,779.9856934,787.0614076,784.8614129,782.6614181,780.4614233,778.2614286,776.0614338,773.861439,776.811439,667.4114373,558.0114356,448.6114338,339.2114321,229.8114304,0.45
92,748.1826707,640.693892,535.5559951,430.3313291,322.3396267,214.6168505,107.9135037,0.831503733,0.868647205,0.905308662,0.940978918,0.975755062,1.018077547,1.053714286,1,3.768313694,6.496403575,9.253724393,11.96984202,14.67560328,17.36760215,21.21045929,19.24214558,17.31405569,15.35673486,13.44061722,11.53485594,9.642857061,6.642857061,113.8018514,221.0804471,328.2240184,435.6650219,543.2537514,650.6914339,756.3200053,769.6467253,782.8538439,796.1959869,809.2406977,822.1376825,835.1857143,842.2614286,841.6042892,840.9471498,840.2900105,839.6328711,838.9757317,838.3185924,841.2685924,721.1543031,601.0400139,480.9257247,360.8114355,240.6971463,0.45
596,745.8257695,640.5719175,535.1966215,428.416602,320.9068131,213.7038955,106.2070601,0.776542222,0.806653447,0.846965483,0.876559601,0.899375593,0.942020913,0.96856065,1,4.865747505,8.800192454,12.73522762,16.66302371,20.5680418,24.44377748,28.36401085,25.3411205,22.24953271,19.15735469,16.07241577,13.01025483,9.977376302,6.900000095,112.2004307,217.3477374,323.0413466,429.1246882,535.3655207,641.6793637,748.2712269,755.2279408,762.3377787,768.9013141,775.0751172,781.0914292,787.0347308,792.7000122,795.9285801,799.1571481,802.385716,805.614284,808.8428519,812.0714199,815.2999878,699.4571324,583.614277,467.7714216,351.9285663,236.0857109,0.73
456,750.092207,640.3639561,533.767201,427.0904799,321.236023,215.0323299,108.5242987,1.442298665,1.383126295,1.308375302,1.244782104,1.179510685,1.12081868,1.053714286,1,4.919667839,8.745487632,12.59740873,16.41473421,20.26299844,24.12851949,27.97137663,24.88028025,21.88303191,18.85968227,15.87092825,12.85123547,9.814285878,6.814285878,114.305208,220.6307004,326.7364519,432.5757723,538.2282097,644.2564663,749.8850378,755.2655477,761.8114873,768.5771679,775.6092795,782.8282742,789.6714495,796.7471638,799.761446,802.7757282,805.7900105,808.8042927,811.8185749,814.8328571,817.7828571,701.5542857,585.3257143,469.0971429,352.8685715,236.6400001,0.58
766,762.4025218,654.2010808,545.5245153,436.6947686,327.3083117,217.6905989,107.9123294,0.830329417,0.865325065,0.923854707,0.943352275,0.961017016,1.029775289,1.053714286,1,3.567453886,6.238369351,8.924342903,11.64202648,14.28124133,16.96201019,20.80486733,19.0659849,17.22364089,15.36623879,13.47712668,11.66648328,9.814285878,6.814285878,113.5241476,220.4909725,327.5530937,434.5767614,542.2721962,649.9898301,755.6184015,758.3085363,760.7417079,763.0795832,765.455912,767.1604736,768.8428362,775.9185505,773.9185505,771.9185505,769.9185505,767.9185505,765.9185505,763.9185505,766.8685505,659.1256969,551.3828432,443.6399896,335.8971359,228.1542823,0.58
868,750.3114141,643.8172268,536.0780459,428.1157274,321.5132902,214.7189796,107.9604175,0.878417453,0.900205784,0.927206756,0.961870824,0.983383267,1.013478126,1.053714286,1,2.111440895,5.788816968,9.451994935,13.08331664,16.72829529,20.35289529,24.19575244,23.87002583,20.97836404,18.10090036,15.25529294,12.39602857,9.557142857,6.557142857,109.4661262,212.5383751,316.1842911,419.4418108,522.6267363,625.8283018,731.4568732,743.7050293,755.7899197,767.3011431,779.2007628,791.1729767,803.1285505,810.2042648,811.5185522,812.8328397,814.1471272,815.4614146,816.7757021,818.0899895,821.0399895,704.2685627,587.4971359,470.7257091,353.9542823,237.1828555,0.61
211,748.5440253,640.30975,533.3512361,426.9359321,321.3266817,216.3540571,107.7781889,0.696188883,0.756268157,0.816698546,0.87830514,0.937013345,0.994706042,1.053714286,1,4.653456714,8.278576885,11.90179879,15.57815069,19.21668908,22.85370178,26.69655892,23.82881649,20.98941061,18.15190299,15.26126537,12.40844127,9.557142857,6.557142857,110.3582644,210.4524791,310.7619048,411.5512296,510.5228164,611.0298715,716.6584429,732.7287464,752.5059568,772.0679562,791.1500565,812.0498948,831.4142648,838.4899791,837.8042665,837.118554,836.4328414,835.7471289,835.0614164,834.3757038,837.3257038,717.854277,598.3828502,478.9114233,359.4399965,239.9685697,0.6
666,751.1291435,643.2209879,536.7149675,430.2172907,322.9891526,215.485734,107.9224686,0.840468623,0.882832854,0.917877485,0.952339771,0.983241854,1.01859024,1.053714286,1,3.827961792,6.658216163,9.499610623,12.38751808,15.25697653,18.11929684,21.96215398,19.97704934,17.98965213,15.99111483,13.94606453,11.91946323,9.900000082,6.900000082,114.1471099,219.6225983,322.9937851,426.1634381,529.4760308,632.9871474,738.6157188,741.3828947,745.921692,752.5647909,759.4094236,766.1111165,772.6142857,779.69,777.4757143,775.2614286,773.0471429,770.8328571,768.6185714,766.4042857,769.3542857,661.1971429,553.04,444.8828572,336.7257143,228.5685715,0.59
165,760.8392469,654.4294992,546.6680122,438.2088307,329.513975,219.8070259,110.3103812,0.604519491,0.662012723,0.720233956,0.775909722,0.83340472,0.889092298,0.94473783,1,3.797183086,6.577696738,9.352217159,12.17348932,14.97363019,17.79046002,20.69699351,18.75695328,16.83358248,14.91620492,12.95207561,11.0090776,9.049390627,7,109.1830341,210.9752427,311.7087629,412.8292755,513.3697189,617.6919343,720.9715574,737.2028125,753.8248932,771.5056622,788.7994388,806.6732845,820.7653583,835.9000244,837.2428763,838.5857282,839.9285801,841.2714321,842.614284,843.9571359,845.2999878,725.1999895,605.0999913,484.999993,364.8999947,244.7999964,0.46
